46,48
46,47
48,49
50,51
51,52
1,2
1,3
2,8
8,7
8,9
3,4
4,5
5,6
6,10
9,12
9,11
11,10
10,24
6,22
22,23
23,24
23,26
23,29
23,27
23,28
24,17
24,25
24,26
25,30
30,31
30,20
17,11
17,24
17,16
16,12
12,13
13,14
14,15
14,16
16,21
16,14
14,15
21,19
19,18
18,25
19,20
28,29
29,31
31,32
32,33
32,34
34,35
34,33
34,36
34,35
36,37
36,40
36,39
39,37
39,38
38,41
41,42
42,44
42,43
43,45
29,35
33,36
31,34
29,35
26,28
26,30
19,32
46,48
