PROJECT_BUILDYEARS_1	PROJECT_BUILDYEARS_2	BuildProj
wind_los_vilos	2036	565.243302258
wind_los_vilos	2038	0.0
wind_maitencillo	2015	301.0
wind_maitencillo	2020	0.0
wind_maitencillo	2022	0.0
wind_maitencillo	2024	0.0
wind_maitencillo	2026	0.0
wind_maitencillo	2028	0.0
wind_maitencillo	2030	0.0
wind_maitencillo	2032	0.0493076823378
wind_maitencillo	2034	398.94930766
wind_maitencillo	2036	0.0
wind_maitencillo	2038	0.0
wind_melipilla_rapel	2015	17.5
wind_melipilla_rapel	2020	0.0
wind_melipilla_rapel	2022	0.0
wind_melipilla_rapel	2024	0.0
wind_melipilla_rapel	2026	0.0
wind_melipilla_rapel	2028	0.0
wind_melipilla_rapel	2030	0.0
wind_melipilla_rapel	2032	0.0
wind_melipilla_rapel	2034	0.0
wind_melipilla_rapel	2036	0.0
wind_melipilla_rapel	2038	0.0
wind_pan_de_azucar	2015	442.4
wind_pan_de_azucar	2020	0.0
wind_pan_de_azucar	2022	0.0
wind_pan_de_azucar	2024	0.0
wind_pan_de_azucar	2026	0.0
wind_pan_de_azucar	2028	0.0
wind_pan_de_azucar	2030	0.0
wind_pan_de_azucar	2032	0.0
wind_pan_de_azucar	2034	0.0
wind_pan_de_azucar	2036	0.0
wind_pan_de_azucar	2038	0.0
wind_puerto_montt	2015	101.0
wind_puerto_montt	2020	0.0
wind_puerto_montt	2022	0.0
wind_puerto_montt	2024	0.0
wind_puerto_montt	2026	0.0
wind_puerto_montt	2028	0.0
wind_puerto_montt	2030	0.0
wind_puerto_montt	2032	0.0
wind_puerto_montt	2034	0.0
wind_puerto_montt	2036	0.0
wind_puerto_montt	2038	0.0
